パッチバージョン,変更対象,変更概要,変更部分,変更前,変更後
patch9.24,ラムス,基本ステータス,レベルアップごとの体力,86,95
patch9.24,ラムス,基本ステータス,クールダウン,スキルレベルにかかわらず12秒,12/11.5/11/10.5/10秒
patch9.24,ラムス,E - ぴりぴり,クールダウン,スキルレベルにかかわらず12秒,12/11.5/11/10.5/10秒
patch9.24,ライズ,Q - オーバーロード,基本ダメージ,80/105/130/155/180,65/90/115/140/165
patch9.24,セナ,基本ステータス,レベルアップごとの体力,85,75
patch9.24,セナ,基本ステータス,「霧の亡霊」の発生率,セナがキルしたミニオンからは5.55%の確率,セナがキルしたミニオンからは1.67%の確率
patch9.24,シヴィア,基本ステータス,基本攻撃力,61,63
patch10.1,アフェリオス,基本ステータス,移動速度,330,325
patch10.1,アフェリオス,基本ステータス,体力,530,500
patch10.1,アフェリオス,基本ステータス,「インファーナム」の強化された範囲ダメージ,2体目以降の対象に100%,2体目以降の対象に75%
patch10.1,アフェリオス,R - 月光の祈り,「インファーナム」の強化された範囲ダメージ,2体目以降の対象に100%,2体目以降の対象に75%
patch10.1,オレリオン・ソル,固有スキル - 宇宙の中心,自分の周囲を回る星の基本ダメージ,16～120（チャンピオンレベル1～18）,12～120（チャンピオンレベル1～18）
patch10.1,アジール,R - 皇帝の分砂嶺,基本ダメージ,150/250/450,175/325/475
patch10.1,アジール,R - 皇帝の分砂嶺,兵士の壁の効果時間,3秒,5秒
patch10.1,コーキ,R - 連発ミサイル,基本ダメージ,90/115/140,90/125/160
patch10.1,ジェイス,Q - ショックブラスト,基本ダメージ,55/105/155/205/255/305,55/110/165/220/275/330
patch10.1,カリスタ,基本ステータス,レベルアップごとの体力,89,100
patch10.1,カリスタ,基本ステータス,レベルアップごとの基本物理防御,3.5,4
patch10.1,カサディン,基本ステータス,移動速度,340,335
patch10.1,モルデカイザー,固有スキル - 無窮の闇,効果時間,5秒,4秒
patch10.1,モルデカイザー,固有スキル - 無窮の闇,移動速度,3/6/9%（チャンピオンレベル1/6/11）,3%（チャンピオンレベル1～18）
patch10.1,ナミ,E - 潮使いの祝福,祝福,対象の次の通常攻撃を3回分強化,対象の次の通常攻撃とスキルを3回分強化（「潮使いの祝福」で強化された範囲効果スキルは、非チャンピオンに対してダメージが33～66%減少する）
patch10.1,セジュアニ,基本ステータス,レベルアップごとの体力,95,100
patch10.1,セジュアニ,基本ステータス,氷結の鎧,10（+増加物理防御×0.35）の増加物理防御、10（+増加魔法防御×0.35）の増加魔法防御,10（+増加物理防御×0.5）の増加物理防御、10（+増加魔法防御×0.5）の増加魔法防御
patch10.1,セジュアニ,基本ステータス,基本ダメージ,40/80/120/160/200,40/90/140/190/240
patch10.1,セジュアニ,固有スキル - 極北の激憤,氷結の鎧,10（+増加物理防御×0.35）の増加物理防御、10（+増加魔法防御×0.35）の増加魔法防御,10（+増加物理防御×0.5）の増加物理防御、10（+増加魔法防御×0.5）の増加魔法防御
patch10.1,セジュアニ,固有スキル - 極北の激憤,基本ダメージ,40/80/120/160/200,40/90/140/190/240
patch10.1,セジュアニ,E - 永久凍土,基本ダメージ,40/80/120/160/200,40/90/140/190/240
patch10.1,サイラス,基本ステータス,体力,585,525
patch10.1,サイラス,基本ステータス,レベルアップごとの体力,95,115
patch10.1,サイラス,基本ステータス,基本物理防御,32,27
patch10.1,サイラス,基本ステータス,レベルアップごとの基本物理防御,3,4
patch10.1,サイラス,基本ステータス,基本魔法防御,39,32
patch10.1,サイラス,基本ステータス,レベルアップごとの基本魔法防御,1.25,1.75
patch10.1,サイラス,基本ステータス,最初の対象へのダメージ反映率,合計攻撃力×1.1（+魔力×0.2）,合計攻撃力×1.1（+魔力×0.25）
patch10.1,サイラス,基本ステータス,効果範囲,400,300
patch10.1,ヴァルス,Q - 乾坤一擲,クールダウン,20/18/16/14/12秒,18/16/14/12/10秒
patch10.1,ヴァルス,Q - 乾坤一擲,「枯死の呪い」によるクールダウン解消時間,4秒,3秒
patch10.1,ザイラ,E - 捕縛の根,「棘鞭草」によるスロウ効果,30%（スタック不可）,25%（2回までスタック可能、ただし植物1体につき1スタックまで）
patch10.2,アフェリオス,スナイパーライフル「キャリブラム」,通常攻撃でマークを消費して与えるダメージ,20/25/30/35/40（+増加攻撃力×0.3）（チャンピオンレベル1～9）,15（+増加攻撃力×0.2）
patch10.2,アフェリオス,スナイパーライフル「キャリブラム」,Qのクールダウン,9/8.25/7.5/6.75/6秒（チャンピオンレベル1～9）,10/9.5/9/8.5/8秒（チャンピオンレベル1～9）
patch10.2,アフェリオス,スナイパーライフル「キャリブラム」,通常攻撃のダメージ,合計攻撃力の130～264%（ミラーチャクラム1～10個）,合計攻撃力の130～223%（ミラーチャクラム1～10個）
patch10.2,アフェリオス,スナイパーライフル「キャリブラム」,Qのダメージ,1発命中するごとに10/15/20/25/30（+増加攻撃力×0.35）（チャンピオンレベル1～9）,1発命中するごとに10/15/20/25/30（+増加攻撃力×0.3）（チャンピオンレベル1～9）
patch10.2,アフェリオス,チャクラム「クレッシェンダム」,通常攻撃のダメージ,合計攻撃力の130～264%（ミラーチャクラム1～10個）,合計攻撃力の130～223%（ミラーチャクラム1～10個）
patch10.2,アフェリオス,チャクラム「クレッシェンダム」,Qのダメージ,1発命中するごとに10/15/20/25/30（+増加攻撃力×0.35）（チャンピオンレベル1～9）,1発命中するごとに10/15/20/25/30（+増加攻撃力×0.3）（チャンピオンレベル1～9）
patch10.2,アフェリオス,鎌型ピストル「セヴェラム」,Qのダメージ,1発命中するごとに10/15/20/25/30（+増加攻撃力×0.35）（チャンピオンレベル1～9）,1発命中するごとに10/15/20/25/30（+増加攻撃力×0.3）（チャンピオンレベル1～9）
patch10.2,ドレイヴン,R - 死の車輪,ダメージ,175/275/375（+増加攻撃力×1.1）,175/275/375（+増加攻撃力×1.1/1.3/1.5）
patch10.2,ジンクス,固有スキル - 超エキサイティン！,増加移動速度,ジンクスがダメージを与えた || 敵チャンピオン、タワー、またはインヒビター,敵チャンピオン、タワー、インヒビター、またはエピックモンスターが3秒以内に（味方チームにより）キルまたは破壊されたとき
patch10.2,カルマ,Q - 心炎,基本ダメージ,80/125/170/215/260,90/135/180/225/270
patch10.2,カルマ,Q - 心炎,基本ダメージ,30/55/80/105/130,40/65/90/115/140
patch10.2,カルマ,W - 魂縛,基本ダメージ,30/55/80/105/130,40/65/90/115/140
patch10.2,ルル,基本ステータス,基本物理防御,28.22,29
patch10.2,ルル,基本ステータス,基本攻撃力,46.368,47
patch10.2,ルル,基本ステータス,クールダウン,10秒,8秒
patch10.2,ルル,E - ピックス、おねがい！,クールダウン,10秒,8秒
patch10.2,ノーチラス,Q - 錨投げ,基本ダメージ,80/130/180/230/280,70/115/160/205/250
patch10.2,キヤナ,W - 大地の力,自動効果による攻撃速度,20%,5/10/15/20/25%
patch10.2,ソナ,E - セレリティ,自身の増加移動速度,10/11/12/13/14%（+魔力100につき0.03）,25%（+魔力100につき0.04）
patch10.2,トランドル,W - 凍てつく大地,増加移動速度,20/25/30/35/40%,30/35/40/45/50%
patch10.2,トランドル,W - 凍てつく大地,スロウ効果,15/25/35/45/55%,20/30/40/50/60%
patch10.2,トランドル,E - 氷冷の柱,スロウ効果,15/25/35/45/55%,20/30/40/50/60%
patch10.2,ジグス,Q - バウンドボム,ダメージ,75/120/165/210/255,85/130/175/220/265
patch10.2,ジグス,Q - バウンドボム,ノックバック距離,400,500
patch10.2,ジグス,Q - バウンドボム,スロウ効果,20/25/30/35/40%,30/35/40/45/50%
patch10.2,ジグス,W - エンジニアボム,ノックバック距離,400,500
patch10.2,ジグス,W - エンジニアボム,スロウ効果,20/25/30/35/40%,30/35/40/45/50%
patch10.2,ジグス,E - ヘクステックマイン,スロウ効果,20/25/30/35/40%,30/35/40/45/50%
patch10.2,リフトヘラルド,基本ステータス,体力,5500（8250～16500［レベル6～12］）,4750（7125～14250［レベル6～12］）
patch10.3,アカリ,Q - 五連苦無,気コスト,気 100/95/90/85/80,気 120/115/110/105/100
patch10.3,アカリ,Q - 五連苦無,煙幕内での移動速度増加量,20/25/30/35/40%,30/35/40/45/50%（発動から2秒かけて減衰）
patch10.3,アカリ,Q - 五連苦無,R発動1回目の対象指定方法,方向指定,敵チャンピオンを指定
patch10.3,アフェリオス,Q - スナイパーライフル「キャリブラム」,マークが付与された敵への通常攻撃の射程,無限,1800
patch10.3,アジール,基本ステータス,マナ,438,480
patch10.3,アジール,基本ステータス,壁の長さ,兵士5/6/7体分,兵士6/7/8体分
patch10.3,アジール,R - 皇帝の分砂嶺,壁の長さ,兵士5/6/7体分,兵士6/7/8体分
patch10.3,コーキ,W - 特注品のお届け！,毎秒ダメージの反映率,増加攻撃力×0.375、魔力×0.05,増加攻撃力×0.5、魔力×0.06
patch10.3,コーキ,W - 特注品のお届け！,炎の持続時間,1秒,1.5秒
patch10.3,ダイアナ,基本ステータス,マナ,420,375
patch10.3,ダイアナ,基本ステータス,オーブ1個あたりのダメージ,22/34/46/58/70,18/30/42/54/66
patch10.3,ダイアナ,W - 朧月の羽衣,オーブ1個あたりのダメージ,22/34/46/58/70,18/30/42/54/66
patch10.3,エコー,自動効果 - ゼロ・ドライブ,「ゼロ・ドライブ」スタック最大時のダメージ,200%（対モンスター）,150%（対モンスター）
patch10.3,エズリアル,基本ステータス,レベルアップごとのマナ,42,50
patch10.3,エズリアル,基本ステータス,レベルアップごとの攻撃速度,1.5%,2.5%
patch10.3,ガリオ,Q - 戦の旋風,竜巻の持続時間,1.5秒,2秒
patch10.3,ガリオ,Q - 戦の旋風,竜巻のダメージ判定回数,3,4
patch10.3,レオナ,W - エクリプス,基本ダメージ,60/100/140/180/220,60/95/130/165/200
patch10.3,レオナ,W - エクリプス,基本ダメージ,60/100/140/180/220,50/90/130/170/210
patch10.3,レオナ,E - ゼニスブレード,基本ダメージ,60/100/140/180/220,50/90/130/170/210
patch10.3,ミス・フォーチュン,基本ステータス,レベルアップごとの攻撃速度,3%,2.25%
patch10.3,ランブル,基本ステータス,物理防御,30.88,31
patch10.3,ランブル,基本ステータス,攻撃力,61.036,61
patch10.3,ランブル,基本ステータス,増加移動速度,20/25/30/35/40%（強化時は30/37.5/45/52.5/60%）,15/20/25/30/35%（強化時は22.5/30/37.5/45/52.5%）
patch10.3,ランブル,基本ステータス,シールド,80/110/140/170/200,60/95/130/165/200
patch10.3,ランブル,W - ジャンクシールド,増加移動速度,20/25/30/35/40%（強化時は30/37.5/45/52.5/60%）,15/20/25/30/35%（強化時は22.5/30/37.5/45/52.5%）
patch10.3,ランブル,W - ジャンクシールド,シールド,80/110/140/170/200,60/95/130/165/200
patch10.3,セジュアニ,基本ステータス,レベル1での増加攻撃速度,レベル1で0%,レベル1で10%
patch10.3,セジュアニ,基本ステータス,氷結の鎧が消滅する条件,エピックモンスターまたは敵チャンピオンからのダメージ,すべてのモンスターまたは敵チャンピオンからのダメージ
patch10.3,セジュアニ,固有スキル - 極北の激憤,氷結の鎧が消滅する条件,エピックモンスターまたは敵チャンピオンからのダメージ,すべてのモンスターまたは敵チャンピオンからのダメージ
patch10.3,セナ,固有スキル - 魂の赦し,「霧の亡霊」の発生率,セナがキルしなかったミニオンからは20%、セナがキルした砲撃ミニオンからは100%,セナがキルしなかったミニオンからは25%、セナがキルした砲撃ミニオンからは1.67%
patch10.3,セト,基本ステータス,体力自動回復,9.25,8
patch10.3,セト,基本ステータス,クールダウン,16/14/12/10/8秒,18/16.5/15/13.5/12秒
patch10.3,セト,基本ステータス,基本ダメージ,90/125/160/195/230,90/120/150/180/210
patch10.3,セト,W - ヘイメイカー,クールダウン,16/14/12/10/8秒,18/16.5/15/13.5/12秒
patch10.3,セト,W - ヘイメイカー,基本ダメージ,90/125/160/195/230,90/120/150/180/210
patch10.3,ソナ,E - セレリティ,自身の増加移動速度,25%（+魔力100につき0.04）,20%（+魔力100につき0.03）
patch10.3,ユーミ,Q - きまぐれミサイル,強化時ダメージ,50/95/140/185/230/275（+魔力×0.4）,45/80/115/150/185/220（+魔力×0.4）（+対象の現在体力の0.02～0.08%）
patch10.3,ユーミ,Q - きまぐれミサイル,コスト,85/90/95/100/105/110マナ,スキルレベルにかかわらず90マナ
patch10.4,アムム,Q - 絡みつく包帯,ダッシュ速度,敵に命中すると1350,敵に命中すると1800
